Date,Open,High,Low,Close,Adj Close,Volume
2020-11-30,47.950001,48.180000,47.150002,48.000000,47.718624,165793
2020-12-01,48.220001,48.220001,46.799999,47.200001,46.923313,77922
2020-12-02,47.200001,47.200001,46.410000,46.939999,46.664837,47403
2020-12-03,46.900002,46.900002,45.799999,46.139999,45.869526,79555
2020-12-04,46.419998,46.500000,45.560001,45.750000,45.481812,141245
2020-12-07,46.000000,46.070000,45.020000,45.630001,45.362514,674948
2020-12-08,45.630001,46.380001,45.209999,46.009998,45.740288,195178
2020-12-09,46.380001,46.380001,45.380001,45.759998,45.491749,148169
2020-12-10,46.380001,46.380001,44.139999,44.139999,43.881248,169999
2020-12-11,44.669998,44.990002,44.250000,44.959999,44.696445,53110
2020-12-14,44.959999,46.080002,44.599998,45.470001,45.203453,117998
2020-12-15,45.470001,45.959999,45.110001,45.230000,44.964859,68490
2020-12-16,45.250000,46.939999,45.250000,46.470001,46.197594,236547
2020-12-17,46.470001,46.619999,45.910000,46.060001,45.789993,88957
2020-12-18,46.450001,46.740002,45.799999,46.230000,45.958996,83906
2020-12-21,46.950001,47.849998,46.639999,47.669998,47.390553,159130
2020-12-22,47.700001,48.580002,47.580002,48.119999,47.837921,141123
2020-12-23,48.490002,48.490002,47.799999,48.459999,48.175926,127970
2020-12-28,48.500000,49.919998,48.439999,49.610001,49.319183,137531
2020-12-29,50.000000,50.000000,48.290001,48.810001,48.523876,128384
2020-12-30,48.840000,49.150002,47.790001,48.200001,47.917454,1485507
2021-01-04,48.200001,48.200001,47.009998,48.099998,47.818035,183434
2021-01-05,48.099998,48.660000,47.340000,48.299999,48.016865,188258
2021-01-06,48.290001,48.290001,46.919998,47.160000,46.883549,223899
2021-01-07,47.099998,49.490002,47.099998,49.490002,49.199890,296625
2021-01-08,49.490002,49.689999,48.209999,49.689999,49.398716,221944
2021-01-11,50.000000,50.599998,49.630001,50.500000,50.203968,197312
2021-01-12,null,null,null,null,null,null
2021-01-13,47.799999,47.990002,47.119999,47.860001,47.579445,126715
2021-01-14,48.000000,48.000000,46.130001,46.160000,45.889408,380445
2021-01-15,46.180000,47.360001,46.180000,46.580002,46.306950,185591
2021-01-18,46.580002,47.230000,46.459999,47.200001,46.923313,18807
2021-01-19,47.220001,48.419998,46.830002,48.320000,48.036747,186364
2021-01-20,48.320000,49.950001,48.180000,49.650002,49.358952,151400
2021-01-21,49.939999,50.770000,49.099998,50.549999,50.253674,101893
2021-01-22,50.549999,52.290001,50.549999,51.810001,51.506287,260676
2021-01-26,52.099998,52.669998,51.639999,52.150002,51.844299,235954
2021-01-27,53.299999,54.250000,51.820000,52.490002,52.182304,304245
2021-01-28,53.200001,54.980000,52.029999,53.549999,53.236084,147071
2021-01-29,53.200001,54.520000,52.919998,53.160000,52.848373,117974
2021-02-01,53.560001,55.509998,53.160000,54.990002,54.667648,276738
2021-02-02,54.980000,54.980000,53.099998,53.099998,52.788727,187963
2021-02-03,53.150002,54.779999,53.099998,54.700001,54.379345,177443
2021-02-04,54.930000,55.990002,54.150002,55.990002,55.661785,145410
2021-02-05,55.980000,55.980000,53.750000,54.299999,53.981693,307258
2021-02-08,54.700001,54.889999,53.349998,54.150002,53.832577,330141
2021-02-09,54.150002,55.490002,54.150002,54.830002,54.508587,153206
2021-02-10,55.000000,55.380001,53.799999,54.509998,54.190456,97900
2021-02-11,54.939999,54.939999,54.180000,54.750000,54.429058,97485
2021-02-12,null,null,null,null,null,null
2021-02-17,null,null,null,null,null,null
2021-02-18,55.139999,55.310001,54.450001,55.270000,54.946003,54500
2021-02-19,55.270000,55.369999,54.060001,54.270000,53.951866,154328
2021-02-22,54.490002,54.810001,53.049999,53.500000,53.186382,317676
2021-02-23,52.009998,54.340000,52.000000,54.340000,54.021461,243398
2021-02-24,53.000000,53.220001,51.900002,53.160000,52.848373,213151
2021-02-25,53.099998,53.799999,52.500000,52.980000,52.669426,120459
2021-02-26,52.990002,54.919998,52.560001,54.919998,54.598057,393172
2021-03-01,55.889999,55.889999,54.299999,55.639999,55.313835,155734
2021-03-02,55.689999,56.220001,55.230000,55.500000,55.174660,144917
2021-03-03,55.549999,55.950001,52.560001,53.400002,53.086967,237549
2021-03-04,53.049999,54.400002,52.830002,53.689999,53.375267,93930
2021-03-05,54.000000,55.250000,53.610001,55.130001,54.806828,167350
2021-03-08,55.099998,55.660000,54.610001,55.400002,55.075245,223933
2021-03-09,56.009998,57.150002,56.009998,56.680000,56.347740,363129
2021-03-10,56.669998,56.680000,54.790001,55.070000,54.747177,266537
2021-03-11,55.070000,55.380001,54.669998,55.330002,55.005657,78645
2021-03-12,null,null,null,null,null,null
2021-03-15,54.910000,55.419998,54.310001,55.200001,54.876419,205800
2021-03-16,55.200001,55.990002,54.820000,55.950001,55.622021,90974
2021-03-17,56.000000,56.000000,54.959999,55.279999,54.955944,437147
2021-03-18,54.820000,54.820000,53.419998,53.650002,53.335503,242423
2021-03-19,53.630001,53.630001,52.560001,52.680000,52.371185,124065
2021-03-22,53.000000,54.639999,53.000000,54.410000,54.091045,321925
2021-03-23,54.410000,55.200001,54.259998,54.259998,53.941925,162160
2021-03-24,54.310001,55.560001,54.310001,55.529999,55.204479,73419
2021-03-25,55.580002,55.900002,54.419998,55.090000,54.767059,150127
2021-03-26,55.099998,56.349998,54.910000,56.340000,56.009735,100807
2021-03-29,56.650002,57.189999,55.900002,55.900002,55.572315,133191
2021-03-30,55.910000,56.400002,55.349998,56.250000,55.920258,151347
